Pilot-in-Command,Air Seconds,Above Sea Level (Meters),Drone Type,Takeoff Bat %,Takeoff Volts,Landing Bat %,Landing Volts,Max Altitude (Meters),Total Mileage (Kilometers),Difference Volts
Piloto D,1447,7.6,Matrice 210 RTK V2,99,25.897,7,21.509,130.1,18.2,4.387999999999998
Piloto A,1117,2700.9,Phantom 4,98,17.075,17,14.283,40.8,1.8,2.792
Piloto D,972,10.1,Phantom 3 Advanced,95,16.885,8,13.882,33.7,4.1,3.003000000000002
Piloto D,635,1312.7,Spark,98,12.599,12,10.731,122.9,0.3,1.8680000000000003
Piloto A,181,2622.4,Mavic Pro,60,11.546,46,11.006,3.4,0.1,0.5399999999999991
Piloto A,854,2631.5,Mavic Pro,100,12.734,37,11.035,4.8,0.0,1.6989999999999998
Piloto D,583,993.8,Phantom 3 Advanced,63,15.563,10,13.418,401.1,0.3,2.1450000000000014
Piloto B,142,2553.9,Phantom 3 Advanced,97,16.946,87,15.298,55.5,0.1,1.6480000000000015
Piloto D,828,350.5,Phantom 3 Advanced,97,16.935,6,14.068,76.7,7.2,2.866999999999999
Piloto D,1243,935.8,Mavic Pro,100,12.906,24,11.126,65.4,0.4,1.7800000000000011
Piloto D,803,362.4,Phantom 3 Advanced,97,17.135,13,14.399,180.4,9.7,2.7360000000000024
Piloto D,689,2569.3,Spark,98,12.762,17,10.753,52.5,0.8,2.0090000000000003
Piloto D,388,1334.6,Spark,100,12.906,49,11.36,30.4,0.2,1.5460000000000012
Piloto A,874,1268.9,Phantom 4,99,16.973,16,14.552,245.0,10.1,2.4209999999999994
Piloto A,840,2559.7,Mavic Air 2,100,12.901,49,11.365,39.1,0.4,1.5359999999999996
Piloto A,884,1498.1,Phantom 3 Advanced,96,16.969,14,14.361,242.0,9.5,2.6080000000000005
Piloto A,504,1036.9,Phantom 4,98,17.011,61,14.942,60.8,1.5,2.068999999999999
Piloto A,921,1523.7,Phantom 3 Advanced,98,17.02,13,14.079,241.0,9.8,2.940999999999999
Piloto A,38,794.6,Mavic Air 2,57,11.583,56,11.545,4.9,0.0,0.038000000000000256
Piloto D,9,0.0,Spark,96,12.53,95,12.287,0.0,0.0,0.24299999999999855
Piloto D,344,1659.6,Spark,97,12.794,61,11.474,53.5,0.2,1.3200000000000003
Piloto D,740,1297.2,Phantom 3 Advanced,97,17.004,25,14.21,500.1,8.2,2.7940000000000005
Piloto B,1437,2620.4,Mavic Air 2,100,13.043,14,10.971,82.2,1.5,2.071999999999999
Piloto A,1013,1278.4,Phantom 3 Professional,98,16.82,14,13.944,74.4,2.4,2.8759999999999994
Piloto D,15,7.9,Phantom 3 Advanced,90,16.698,90,15.191,0.3,0.0,1.5069999999999997
Piloto D,609,2628.7,Phantom 3 Advanced,74,16.168,16,14.041,44.3,0.4,2.126999999999999
Piloto A,23,2632.3,Mavic Pro,32,10.984,30,10.983,1.8,0.0,0.0009999999999994458
Piloto B,0,2557.8,Mini 2,99,8.556,99,8.584,0.0,0.0,-0.02800000000000047
Piloto A,1039,2563.2,Mavic Air 2,100,12.831,41,11.239,16.7,0.3,1.5919999999999987
Piloto A,1031,2580.1,Mavic Pro,99,12.506,23,10.967,19.0,0.3,1.5389999999999997
Piloto B,63,2620.5,Phantom 3 Advanced,54,15.374,50,13.674,44.7,0.1,1.700000000000001
Piloto D,1013,57.8,Phantom 3 Advanced,98,17.131,17,14.234,85.3,7.1,2.8970000000000002
Piloto A,1094,2631.9,Phantom 4,97,16.298,8,14.05,16.3,0.3,2.2479999999999976
Piloto D,657,7.0,Phantom 3 Advanced,93,16.899,9,14.115,64.7,4.4,2.7840000000000007
Piloto A,961,2631.8,Mavic Pro,100,12.754,28,10.922,51.1,2.1,1.831999999999999
Piloto A,204,2580.4,Mavic Pro,34,11.179,19,10.897,1.8,0.1,0.28200000000000003
Piloto A,827,2631.7,Mavic Pro,98,12.593,30,10.82,50.3,2.7,1.7729999999999997
Piloto D,961,4.5,Phantom 3 Advanced,97,17.075,25,14.126,26.0,3.7,2.949
Piloto A,606,2620.5,Spark,95,12.475,7,10.674,66.1,0.9,1.8010000000000002
Piloto B,1431,886.9,Mavic Air 2,98,12.712,20,11.037,20.7,0.7,1.674999999999999
Piloto A,445,31.9,Phantom 3 Advanced,69,15.889,40,14.392,63.5,0.3,1.4969999999999999
Piloto A,799,2569.4,Phantom 3 Advanced,98,16.896,18,13.884,208.7,7.4,3.0120000000000005
Piloto D,633,2620.4,Spark,99,12.246,12,10.765,9.9,0.2,1.4809999999999999
Piloto A,164,2554.5,Mavic Pro,38,11.133,26,11.049,53.1,0.7,0.08399999999999963
Piloto D,205,2088.1,Phantom 3 Advanced,94,16.845,77,14.795,195.4,1.7,2.049999999999999
Piloto D,670,2629.1,Spark,98,12.645,20,10.834,207.2,0.8,1.811
Piloto D,627,2562.4,Phantom 3 Advanced,83,16.289,24,14.145,51.1,1.2,2.144000000000002
Piloto A,651,2620.3,Spark,92,12.539,14,10.741,62.2,0.9,1.798
Piloto B,1417,2048.0,Mavic Air 2,96,12.729,13,10.931,143.5,2.5,1.798
Piloto D,1378,2631.4,Mavic Air 2,96,12.698,12,10.93,62.4,0.6,1.7680000000000007
Piloto A,30,2632.8,Mavic Pro,17,11.015,14,11.148,9.6,0.0,-0.13299999999999912
Piloto D,0,2556.1,Phantom 3 Professional,47,15.111,47,14.954,0.0,0.0,0.15700000000000003
Piloto A,639,751.4,Phantom 4,99,17.02,54,14.745,87.2,1.1,2.2750000000000004
Piloto A,1013,617.9,Phantom 3 Advanced,97,17.095,17,14.187,145.2,5.8,2.9079999999999995
Piloto C,1135,2631.4,Mavic Pro,100,12.45,14,11.113,82.7,0.5,1.3369999999999997
Piloto A,379,309.3,Phantom 4,60,15.736,33,14.478,32.5,0.5,1.258000000000001
Piloto A,681,2631.7,Mavic Pro,100,12.528,51,11.288,3.0,0.2,1.2400000000000002
Piloto A,1190,2560.4,Mavic Air 2,95,12.759,26,11.109,101.1,2.6,1.6500000000000004
Piloto D,222,5.0,Phantom 3 Advanced,29,15.03,11,13.804,83.4,0.7,1.225999999999999
Piloto A,656,2543.4,Spark,95,12.474,8,10.541,100.3,1.3,1.9329999999999998
Piloto A,1139,2631.5,Mavic Pro,99,12.569,12,10.762,52.5,2.4,1.8070000000000004
Piloto B,617,907.4,Mavic Air 2,98,12.938,64,11.823,52.1,0.8,1.1150000000000002
Piloto D,577,21.0,Spark,80,12.299,13,10.835,2.3,0.4,1.4639999999999986
Piloto B,243,1822.1,Mavic Air 2,79,12.123,64,11.594,74.5,0.1,0.5289999999999999
Piloto A,1129,2620.5,Mavic Pro,96,12.178,10,10.691,68.9,2.7,1.487
Piloto B,107,0.0,Mavic Air 2,95,12.906,89,12.624,0.0,0.0,0.28200000000000003
Piloto D,881,362.5,Phantom 3 Advanced,100,17.213,9,13.952,100.6,10.6,3.261000000000001
Piloto D,881,1038.0,Phantom 3 Advanced,98,17.072,9,14.032,8.2,0.5,3.039999999999999
Piloto A,956,998.9,Phantom 3 Advanced,96,16.973,9,14.103,89.8,10.7,2.869999999999999
Piloto D,966,2630.5,Phantom 4,91,15.695,12,14.163,67.6,0.5,1.532
Piloto B,670,2553.8,Phantom 3 Advanced,85,16.268,21,13.986,200.2,2.7,2.282
Piloto A,628,136.2,Mavic Pro,98,12.491,57,11.212,65.8,3.5,1.279
Piloto D,701,985.4,Mavic Pro,99,12.022,51,11.438,144.7,0.7,0.5839999999999996
Piloto D,682,2558.2,Spark,99,12.554,5,10.627,103.6,1.3,1.9269999999999996
Piloto D,806,2714.3,Phantom 3 Advanced,96,16.815,15,14.058,94.7,2.2,2.7570000000000014
Piloto D,0,0.0,Spark,98,12.752,98,12.678,0.0,0.0,0.07399999999999984
Piloto A,1090,2631.9,Mavic Pro,100,12.557,14,10.744,53.0,2.2,1.8130000000000006
Piloto D,253,2253.5,Mavic Pro,100,12.745,76,11.661,250.6,1.7,1.0839999999999996
Piloto A,834,438.1,Phantom 3 Advanced,100,16.937,32,14.493,221.5,1.9,2.444000000000001
Piloto A,942,2558.0,Mavic Pro,100,12.884,35,11.215,21.5,0.8,1.6690000000000005
Piloto B,1320,2556.0,Mavic Air 2,98,12.671,19,11.012,52.2,1.1,1.658999999999999
Piloto A,0,2553.1,Phantom 4,48,15.279,48,15.333,0.0,0.0,-0.05400000000000027
Piloto D,607,11.8,Phantom 3 Advanced,92,16.803,45,14.474,36.4,5.4,2.3290000000000006
Piloto A,735,10.3,Mavic Pro,69,11.894,20,11.049,66.0,0.3,0.8450000000000006
Piloto A,794,287.0,Phantom 4,68,15.399,12,14.324,20.3,0.2,1.0749999999999993
Piloto B,575,2620.8,Spark,99,12.616,21,10.828,54.1,0.2,1.7880000000000003
Piloto D,645,1028.4,Phantom 3 Advanced,85,16.369,22,14.613,77.2,0.4,1.7560000000000002
Piloto D,198,1.7,Phantom 3 Advanced,93,16.873,80,15.188,87.3,0.1,1.6850000000000005
Piloto A,712,2620.3,Spark,99,12.67,11,10.747,13.3,0.3,1.923
Piloto D,0,0.0,Phantom 3 Advanced,55,15.322,53,15.377,0.0,0.0,-0.05500000000000149
Piloto A,0,0.0,Phantom 4,89,16.731,89,16.731,0.0,0.0,0.0
Piloto A,807,2633.0,Mavic Pro,100,12.714,40,11.049,4.5,0.3,1.665000000000001
Piloto D,527,2743.6,Phantom 3 Advanced,100,17.19,53,14.445,75.7,5.6,2.745000000000001
Piloto B,0,0.0,Mavic Air 2,54,11.652,53,11.65,0.0,0.0,0.0019999999999988916
Piloto A,393,2631.5,Mavic Pro,86,12.297,57,11.464,74.0,0.1,0.8330000000000002
Piloto A,220,2552.5,Spark,98,12.656,73,11.593,79.0,0.3,1.0630000000000006
Piloto D,909,1074.0,Phantom 3 Advanced,98,17.034,11,13.918,70.8,7.2,3.1159999999999997
Piloto A,622,1800.1,Phantom 3 Advanced,100,17.155,48,14.927,82.7,5.0,2.2280000000000015
Piloto A,286,1827.4,Phantom 3 Advanced,96,16.684,70,14.953,82.7,0.4,1.7310000000000016
Piloto A,1148,2631.5,Mavic Pro,100,12.996,17,10.955,28.9,0.4,2.0410000000000004
Piloto B,563,2559.2,Mavic Air 2,100,12.857,68,11.812,42.1,0.2,1.045
Piloto B,643,2629.7,Mavic Air 2,100,12.842,64,11.75,16.8,0.3,1.0920000000000005
Piloto D,313,2560.7,Spark,99,12.91,63,11.528,30.1,0.1,1.3819999999999997
Piloto A,497,32.3,Phantom 3 Advanced,96,16.931,57,15.172,30.3,0.6,1.7590000000000003
Piloto D,243,2763.8,Mavic Mini,100,8.233,79,7.764,102.2,0.6,0.4690000000000003
Piloto A,1088,2516.6,Phantom 4,100,16.967,17,14.283,25.6,0.3,2.6839999999999993
Piloto D,13,5.0,Phantom 3 Advanced,78,15.368,77,15.243,2.5,0.0,0.125
Piloto A,262,1037.9,Phantom 4,100,17.102,81,15.518,209.4,1.2,1.5839999999999996
Piloto A,1056,1437.5,Phantom 4,95,16.952,16,14.518,26.0,1.2,2.434000000000001
Piloto A,578,2620.6,Spark,84,12.505,12,10.735,54.5,0.7,1.7700000000000014
Piloto A,113,424.8,Mavic Pro,100,12.609,92,11.753,31.2,0.2,0.8559999999999999
Piloto B,1486,2554.7,Mavic Air 2,100,12.613,10,10.927,30.5,1.1,1.686
Piloto D,359,1345.0,Phantom 3 Advanced,100,17.169,69,14.889,73.9,0.9,2.280000000000001
Piloto A,1138,2631.4,Mavic Pro,99,12.235,9,10.665,51.1,2.4,1.5700000000000003
Piloto A,382,2562.1,Mavic Pro,100,12.948,73,11.804,63.8,1.4,1.1440000000000001
Piloto A,941,3254.5,Phantom 4,99,16.886,1,11.909,119.8,2.7,4.9769999999999985
Piloto D,653,2620.9,Spark,99,12.696,11,10.721,6.6,0.2,1.9749999999999996
Piloto D,512,258.3,Phantom 3 Advanced,75,16.194,36,14.339,60.9,2.3,1.8549999999999986
Piloto A,1106,5.3,Mavic Pro,99,12.554,24,10.908,155.5,0.7,1.6460000000000008
Piloto A,607,2554.6,Spark,100,12.702,23,10.852,90.6,1.5,1.8499999999999996
Piloto D,0,1128.1,Phantom 3 Advanced,43,15.187,43,15.187,0.0,0.0,0.0
Piloto D,756,2554.5,Phantom 3 Advanced,96,16.794,16,13.912,84.4,7.3,2.8819999999999997
Piloto D,39,1856.4,Phantom 3 Advanced,100,17.045,96,15.366,104.7,0.0,1.679000000000002
Piloto A,201,2553.0,Spark,67,11.841,41,10.829,30.4,0.1,1.0119999999999987
Piloto D,327,994.1,Phantom 3 Advanced,70,16.033,46,14.88,169.3,1.5,1.1530000000000005
Piloto A,68,2553.0,Phantom 4,97,16.958,92,16.071,3.7,0.0,0.8869999999999969
Piloto A,0,1786.9,Phantom 3 Advanced,96,16.744,95,16.533,0.0,0.0,0.21099999999999852
Piloto D,42,4.7,Phantom 3 Advanced,96,16.985,94,15.335,97.5,0.2,1.6499999999999986
Piloto D,910,2562.6,Phantom 3 Advanced,95,16.895,14,14.046,49.1,1.5,2.849
Piloto A,784,2546.2,Mavic Pro,75,11.771,14,11.081,20.4,0.4,0.6900000000000013
Piloto B,831,2554.4,Phantom 3 Advanced,97,17.025,16,14.075,109.6,3.3,2.9499999999999993
Piloto B,650,2559.8,Mavic Air 2,94,12.62,56,11.45,40.8,0.3,1.17
Piloto D,1029,994.1,Phantom 3 Advanced,100,17.135,13,14.035,363.0,9.3,3.1000000000000014
Piloto C,549,2637.1,Mavic Pro,62,11.621,20,10.977,66.3,0.4,0.6440000000000001
Piloto D,492,2617.4,Phantom 3 Advanced,95,16.876,48,14.461,27.8,0.2,2.415000000000001
Piloto D,358,379.0,Phantom 3 Advanced,51,14.652,10,14.235,169.5,3.5,0.4169999999999998
Piloto A,125,2553.0,Phantom 4,35,14.606,24,14.714,31.3,0.1,-0.10800000000000054
Piloto D,1314,925.2,Mavic Pro,100,12.889,13,10.814,113.3,3.9,2.0749999999999993
Piloto A,25,0.0,Spark,98,12.648,95,11.912,0.0,0.0,0.7359999999999989
Piloto D,53,69.5,Mavic Pro,97,12.478,94,11.965,1.2,0.0,0.5129999999999999
Piloto D,33,2670.0,Phantom 3 Advanced,100,16.861,96,15.501,0.0,0.0,1.3600000000000012
Piloto D,0,0.0,Phantom 3 Advanced,55,15.281,55,15.253,0.0,0.0,0.02800000000000047
Piloto A,754,2620.5,Spark,98,12.731,6,10.528,58.7,0.7,2.2029999999999994
Piloto A,788,887.0,Phantom 4,100,17.127,41,14.638,63.1,1.6,2.488999999999999
Piloto A,1177,583.4,Phantom 4,95,16.973,14,14.31,174.2,10.4,2.6629999999999985
Piloto D,704,1683.4,Spark,99,12.677,11,10.816,150.1,0.4,1.8609999999999989
Piloto B,664,2559.9,Mavic Air 2,62,11.788,21,11.028,57.4,0.7,0.7599999999999998
Piloto A,0,2631.7,Mavic Pro,98,12.385,98,12.385,0.0,0.0,0.0
Piloto D,1310,7.9,Matrice 210 RTK V2,99,26.161,16,21.873,130.1,16.3,4.288
Piloto D,256,2554.6,Spark,98,12.517,67,11.332,41.3,0.0,1.1849999999999987
Piloto D,613,7.3,Matrice 210 RTK V2,61,23.616,23,21.821,130.1,4.8,1.7949999999999982
Piloto D,1005,1534.3,Phantom 4,91,16.645,15,14.424,500.5,6.3,2.221
Piloto D,303,2389.9,Phantom 3 Advanced,94,16.902,67,14.671,160.5,1.1,2.2310000000000016
Piloto A,1044,2.0,Phantom 3 Advanced,97,17.101,16,14.178,54.1,2.6,2.9229999999999983
Piloto D,363,333.6,Phantom 3 Advanced,50,14.713,17,14.157,217.4,2.2,0.5559999999999992
Piloto A,242,2620.2,Mavic Pro,62,11.676,44,11.179,65.6,0.1,0.4969999999999999
Piloto D,1139,1283.9,Phantom 4,96,16.839,17,14.552,108.4,9.1,2.286999999999999
Piloto D,1311,4.5,Phantom 3 Advanced,99,17.108,8,14.31,40.8,2.3,2.798
Piloto D,510,316.2,Phantom 3 Advanced,97,17.101,53,14.751,104.7,1.2,2.3499999999999996
Piloto A,383,427.1,Phantom 3 Advanced,90,16.705,62,14.882,103.0,0.5,1.8229999999999986
Piloto B,159,2629.6,Mavic Air 2,75,12.059,65,11.477,50.2,0.1,0.581999999999999
Piloto A,82,2561.6,Phantom 3 Advanced,93,16.641,89,14.541,17.2,0.1,2.099999999999998
Piloto B,656,2621.3,Spark,93,12.73,7,10.748,67.0,0.8,1.982000000000001
Piloto A,201,2620.0,Mavic Pro,100,12.888,87,12.187,6.4,0.1,0.7010000000000005
Piloto A,1066,1852.4,Phantom 3 Advanced,98,16.953,7,14.07,162.5,9.6,2.882999999999999
Piloto D,897,1807.9,Phantom 3 Advanced,100,17.078,8,13.881,162.7,6.8,3.196999999999999
Piloto A,14,2594.0,Phantom 3 Advanced,95,16.794,95,14.931,5.2,0.0,1.8630000000000013
Piloto A,649,2620.3,Spark,87,12.332,2,10.235,80.2,0.5,2.0970000000000013
Piloto B,676,2620.6,Spark,98,12.534,10,10.721,70.4,0.5,1.8130000000000006
Piloto A,33,2553.0,Phantom 4,73,15.507,71,15.164,18.9,0.0,0.34299999999999997
Piloto A,45,1302.2,Mavic Pro,96,12.588,93,12.027,4.2,0.0,0.5609999999999999
Piloto D,817,2553.8,Phantom 3 Advanced,93,16.773,16,14.065,84.0,3.9,2.708
Piloto A,1041,188.0,Mavic Pro,99,12.463,29,11.117,27.0,0.6,1.3459999999999983
Piloto A,21,2560.7,Mavic Pro,66,11.705,64,11.527,65.4,0.0,0.17800000000000082
Piloto A,549,2557.7,Phantom 4,99,17.011,56,14.781,76.6,3.6,2.2299999999999986
Piloto D,560,24.9,Phantom 3 Advanced,80,16.291,17,14.271,49.1,2.8,2.0199999999999996
Piloto A,9,0.0,Spark,98,12.787,97,12.291,0.0,0.0,0.49600000000000044
Piloto D,300,514.2,M600 Pro,97,13.006,69,12.748,89.9,1.6,1.658999999999999
Piloto B,1369,2586.6,Mavic Air 2,100,13.006,18,12.748,52.5,1.8,1.658999999999999
Piloto A,615,3253.8,Phantom 3 Advanced,98,17.162,53,14.875,77.8,3.9,2.286999999999999
Piloto D,156,2561.5,Phantom 3 Professional,96,16.867,82,14.856,13.3,0.0,2.011000000000001
Piloto D,0,4.5,Phantom 3 Advanced,89,16.651,88,16.61,0.0,0.0,0.04100000000000037
Piloto D,136,2561.1,Mavic Mini,25,7.299,13,6.86,44.5,0.0,0.43900000000000006
Piloto D,1003,994.7,Phantom 3 Advanced,95,16.875,13,13.98,279.1,2.2,2.8949999999999996
Piloto D,992,1.0,Phantom 3 Advanced,85,16.572,13,14.048,98.9,0.7,2.523999999999999
Piloto D,113,2553.4,Phantom 3 Advanced,62,15.777,54,14.542,87.0,0.3,1.2349999999999994
Piloto B,499,2548.2,Spark,96,11.35,36,10.961,69.5,0.1,0.38899999999999935
Piloto A,513,1241.6,Phantom 4,98,17.04,58,14.953,114.3,3.8,2.0869999999999997
Piloto D,0,1966.9,Phantom 3 Advanced,93,16.752,93,16.603,0.0,0.0,0.14899999999999736
Piloto D,934,285.8,Phantom 3 Advanced,97,17.038,10,13.921,92.3,11.2,3.117000000000001
Piloto D,887,2554.4,Phantom 3 Advanced,98,17.116,15,14.088,60.0,4.9,3.0280000000000005
Piloto D,629,2561.4,Spark,98,12.747,20,10.838,81.3,0.2,1.9090000000000007
Piloto A,290,842.2,Phantom 4,38,14.593,18,14.378,50.1,0.1,0.21499999999999986
Piloto A,1017,2562.6,Phantom 4,100,17.251,20,14.398,19.7,0.2,2.8530000000000015
Piloto A,363,2557.6,Phantom 4,99,16.597,71,15.252,31.4,0.1,1.3450000000000006
Piloto D,788,1486.9,Phantom 3 Advanced,98,17.092,23,14.297,482.9,8.0,2.794999999999998
Piloto D,0,25.1,Phantom 3 Advanced,100,17.15,100,17.055,0.0,0.0,0.09499999999999886
Piloto A,275,2631.9,Mavic Pro,100,12.74,81,11.941,70.0,0.2,0.7989999999999995
Piloto A,0,2631.7,Mavic Mini,97,8.154,97,8.172,0.1,0.0,-0.018000000000000682
Piloto D,992,311.1,Phantom 3 Advanced,97,17.032,10,14.071,221.0,3.2,2.9610000000000003
Piloto D,0,266.7,Phantom 3 Advanced,98,17.125,98,17.033,0.0,0.0,0.09199999999999875
Piloto B,0,0.0,Mavic Air 2,100,12.755,100,12.755,0.0,0.0,0.0
Piloto A,476,2563.2,Mavic Air 2,39,11.35,9,10.832,13.4,0.1,0.5179999999999989
Piloto A,946,1872.4,Phantom 3 Advanced,100,17.117,16,14.028,154.7,4.1,3.0890000000000004
Piloto A,792,2551.0,Spark,99,12.615,10,10.681,115.1,0.2,1.934000000000001
Piloto D,0,1683.4,Spark,94,12.578,94,12.443,0.0,0.0,0.1349999999999998
Piloto A,187,2557.6,Mavic Air 2,99,12.891,89,12.521,31.4,0.1,0.3699999999999992
Piloto D,921,348.5,Phantom 3 Advanced,94,16.937,12,14.106,84.5,3.1,2.8310000000000013
Piloto A,78,2569.3,Phantom 3 Advanced,97,17.019,93,15.048,94.1,0.0,1.9709999999999983
Piloto D,0,0.0,Spark,98,12.668,98,12.615,0.0,0.0,0.05299999999999905
Piloto D,6,2555.4,Matrice 210 RTK,64,23.663,63,23.559,1.1,0.8,0.1039999999999992
Piloto D,0,2561.2,Phantom 3 Advanced,97,17.092,97,17.042,0.0,0.0,0.04999999999999716
Piloto C,1077,2558.3,Mavic Pro,100,12.669,20,10.916,54.2,0.2,1.7530000000000001
Piloto D,312,319.0,Phantom 3 Advanced,100,17.155,77,15.368,24.4,0.8,1.7870000000000008
Piloto A,0,2632.0,Mavic Pro,98,12.667,98,12.723,0.0,0.0,-0.05600000000000094
Piloto D,75,259.0,Phantom 3 Advanced,95,16.998,91,15.59,22.0,0.1,1.4080000000000013
Piloto D,937,299.2,Phantom 3 Advanced,93,16.715,12,14.073,101.3,6.0,2.6419999999999995
Piloto A,686,2637.6,Mavic Air 2,67,11.865,23,11.048,46.1,0.2,0.8170000000000002
Piloto A,601,696.1,Phantom 4,98,16.952,56,14.819,25.1,0.7,2.133000000000001
Piloto D,0,1128.7,Phantom 3 Advanced,43,15.177,43,15.177,0.0,0.0,0.0
Piloto A,422,2560.3,Mavic Pro,100,11.762,69,11.352,49.1,0.3,0.41000000000000014
Piloto A,1002,3.8,Phantom 3 Advanced,98,17.058,21,14.295,55.2,2.7,2.763
Piloto D,628,2620.7,Spark,93,12.447,8,10.806,53.1,0.8,1.641
Piloto A,123,483.2,Mavic Pro,26,11.186,17,10.755,49.6,0.1,0.43099999999999916
Piloto A,1202,308.9,Phantom 4,100,17.315,16,14.29,35.2,1.9,3.025000000000002
Piloto A,878,2624.3,Mavic Pro,85,11.952,14,10.881,71.7,0.7,1.0709999999999997
Piloto A,1054,1297.7,Phantom 4,100,16.541,27,14.655,101.3,0.8,1.886000000000001
Piloto A,750,1131.7,Phantom 3 Advanced,97,16.981,23,14.291,500.2,8.1,2.6900000000000013
Piloto A,550,1.9,Phantom 3 Advanced,96,17.035,52,14.72,84.8,0.9,2.3149999999999995
Piloto D,0,2560.9,Spark,96,12.593,96,12.543,0.0,0.0,0.05000000000000071
Piloto A,0,2087.8,Phantom 3 Advanced,61,15.73,61,15.593,0.0,0.0,0.13700000000000045
Piloto A,217,545.8,Phantom 4,54,15.399,36,14.163,175.5,0.2,1.2359999999999989
Piloto A,330,1504.2,Phantom 3 Professional,35,14.818,7,13.48,8.1,0.2,1.3379999999999992
Piloto A,890,839.9,Phantom 4,100,17.119,38,14.593,75.9,2.4,2.526
Piloto A,1154,284.8,Phantom 4,97,16.887,17,14.309,30.3,1.7,2.578000000000001
Piloto D,413,0.0,Spark,78,12.242,15,10.814,0.0,0.0,1.4280000000000008
Piloto A,607,2620.5,Spark,91,12.54,22,10.764,52.7,0.7,1.7759999999999998
Piloto A,57,750.3,Phantom 4,97,17.092,93,15.856,100.3,0.2,1.2359999999999989
Piloto C,211,2631.8,Mavic Pro,100,12.34,86,12.034,3.4,0.1,0.30599999999999916
Piloto D,0,0.0,Matrice 210 RTK V2,80,24.608,80,24.639,0.0,0.0,-0.030999999999998806
Piloto D,519,4.0,Phantom 3 Advanced,93,16.869,45,14.478,155.2,3.8,2.391
Piloto C,1166,2631.7,Mavic Pro,100,12.955,13,10.984,26.0,0.5,1.971
Piloto A,263,277.6,Phantom 4,100,17.368,82,15.896,8.8,0.1,1.4719999999999978
Piloto A,86,317.3,Mavic Air 2,95,12.896,90,12.653,51.3,0.0,0.24300000000000033
Piloto D,823,2810.3,Phantom 3 Advanced,98,17.076,17,14.101,153.9,9.0,2.9749999999999996
Piloto A,1204,2631.6,Mavic Pro,100,12.731,12,10.83,52.0,2.8,1.9009999999999998
Piloto D,858,1216.1,Phantom 3 Advanced,95,16.853,11,13.922,62.8,6.4,2.931000000000001
Piloto D,0,5.9,Phantom 3 Advanced,98,17.163,98,16.801,0.0,0.0,0.3620000000000019
Piloto A,369,1535.9,Phantom 3 Advanced,98,17.081,70,15.386,132.8,2.3,1.6950000000000003
Piloto D,654,2561.3,Phantom 3 Advanced,93,16.637,30,14.124,116.4,0.8,2.513
Piloto A,0,0.0,Spark,95,12.573,95,12.585,0.0,0.0,-0.012000000000000455
Piloto A,1588,2558.6,Mavic Air 2,100,12.841,7,10.749,31.4,0.7,2.0919999999999987
Piloto D,607,2620.4,Spark,93,12.505,7,10.73,28.8,0.3,1.7750000000000004
Piloto B,643,2620.8,Spark,98,12.445,11,10.652,11.3,0.2,1.793000000000001
Piloto D,361,1703.2,Phantom 3 Advanced,76,16.101,43,14.327,26.2,0.4,1.7739999999999991
Piloto D,508,25.9,Phantom 3 Advanced,90,16.75,54,14.778,40.9,4.3,1.9719999999999995
Piloto A,304,2654.4,Mavic Pro,100,12.92,81,11.983,61.6,0.7,0.9369999999999994
Piloto A,517,2476.8,Phantom 3 Advanced,73,14.901,27,14.082,80.7,2.9,0.8189999999999991
Piloto A,694,2554.5,Spark,100,12.839,15,10.813,38.0,1.1,2.026
Piloto D,61,1028.3,Phantom 3 Advanced,76,16.196,74,14.523,8.4,0.0,1.6730000000000018
Piloto A,1373,2559.9,Mavic Air 2,100,12.867,18,10.954,106.5,0.8,1.9130000000000003
Piloto A,1119,2563.3,Phantom 4,99,17.027,9,14.095,22.0,0.2,2.9320000000000004
Piloto A,23,2594.2,Phantom 3 Advanced,57,15.369,55,14.688,8.5,0.0,0.6809999999999992
Piloto D,994,4.0,Phantom 3 Advanced,96,16.991,21,14.281,79.3,9.8,2.709999999999999
Piloto A,4,2620.5,Spark,80,12.302,80,11.928,0.0,0.0,0.3739999999999988
Piloto A,356,540.7,Phantom 4,99,16.979,73,15.338,353.0,0.2,1.641
Piloto D,885,1.2,Phantom 3 Advanced,86,16.554,12,14.124,91.8,0.3,2.429999999999998
Piloto A,0,2566.9,Phantom 4,99,17.054,99,16.973,0.0,0.0,0.08099999999999952
Piloto B,687,2620.2,Spark,99,12.736,12,10.732,54.2,0.3,2.0040000000000013
Piloto A,750,2622.4,Phantom 4,99,17.038,38,14.942,58.0,0.7,2.096
Piloto D,408,22.3,Phantom 3 Advanced,96,17.014,71,15.22,48.9,2.1,1.7939999999999987
Piloto B,64,2560.9,Spark,54,11.503,46,11.186,4.5,0.1,0.31700000000000017
Piloto A,803,2632.2,Mavic Pro,100,12.955,41,11.547,57.2,0.8,1.4079999999999995
Piloto A,962,2631.4,Mavic Pro,100,12.494,28,11.003,4.0,0.1,1.4909999999999997
Piloto B,1563,293.0,Mavic Air 2,99,13.029,15,10.991,23.2,1.1,2.0380000000000003
Piloto A,775,1652.6,Mavic Air 2,59,13.006,13,12.748,101.3,1.5,1.658999999999999
Piloto A,1067,2632.0,Mavic Pro,95,12.667,17,10.897,52.8,2.7,1.7699999999999996
